,symbol,company_name,industry,market_cap
2677,HLGN,Heliogen,Utilities-Renewable,659690000.0
2678,HLI,Houlihan Lokey,Capital Markets,5800000000.0
2679,HLIO,Helios Technologies,Machinery,2190000000.0
2680,HLIT,Harmonic,Communications Equipment,969660000.0
2681,HLLY,Holley,Auto Parts,1150000000.0
2682,HLMN,Hillman Solutions,Tools & Accessories,2200000000.0
2683,HLNE,Hamilton Lane,Capital Markets,3470000000.0
2684,HLT,Hilton Worldwide Holdings,"Hotels, Restaurants & Leisure",38020000000.0
2685,HLTH,Cue Health,Health Information Services,741690000.0
2686,HLVX,HilleVax,Biotechnology,488710000.0
2687,HLX,Helix Energy Solutions Group,Energy Equipment & Services,609640000.0
2688,HMA,Heartland Media Acquisition,Blank Check / SPAC,218310000.0
2689,HMC,Honda Motor Company,Automobiles,43960000000.0
2690,HMCO,HumanCo Acquisition,Blank Check / SPAC,377460000.0
2691,HMLP,"Hoegh Lng Partners, LP","Oil, Gas & Consumable Fuels",206250000.0
2692,HMN,Horace Mann Educators,Insurance,1570000000.0
2693,HMNF,HMN Financial,Thrifts & Mortgage Finance,107390000.0
2694,HMPT,Home Point Capital,Mortgage Finance,470420000.0
2695,HMST,HomeStreet,Thrifts & Mortgage Finance,733740000.0
2696,HMTV,Hemisphere Media Group,Media,263410000.00000003
2697,HMY,Harmony Gold Mining Company,Metals & Mining,2320000000.0
2698,HNGR,Hanger,Health Care Providers & Services,578410000.0
2699,HNI,HNI Corporation,Commercial Services & Supplies,1540000000.0
2700,HNNA,Hennessy Advisors,Capital Markets,71420000.0
2701,HNP,Huaneng Power International,Independent Power and Renewable Elect...,13840000000.0
2702,HNRA,HNR Acquisition,Blank Check / SPAC,96560000.0
2703,HNRG,Hallador Energy Company,"Oil, Gas & Consumable Fuels",132990000.00000001
2704,HNST,The Honest Company,Specialty Retail,290240000.0
2705,HNVR,Hanover Bancorp,Banks-Regional,153460000.0
2706,HOFT,Hooker Furniture,Household Durables,202540000.0
2707,HOFV,Hall of Fame Resort & Entertainment Company,Entertainment,77540000.0
2708,HOG,Harley-Davidson,Automobiles,5530000000.0
2709,HOLI,HollySys Automation Technologies,"Electronic Equipment, Instruments & C...",926950000.0
2710,HOLX,Hologic,Health Care Equipment & Supplies,19020000000.0
2711,HOMB,Home Bancshares,Banks,4210000000.0
2712,HON,Honeywell International,Industrial Conglomerates,131740000000.00002
2713,HONE,HarborOne Bancorp,Banks,699140000.0
2714,HOOD,Robinhood Markets,Software-Infrastructure,8930000000.0
2715,HOOK,HOOKIPA Pharma,Biotechnology,74930000.0
2716,HOPE,Hope Bancorp,Banks,1700000000.0
2717,HORI,Emerging Markets Horizon,Blank Check / SPAC,353620000.0
2718,HOTH,Hoth Therapeutics,Pharmaceuticals,15580000.0
2719,HOUR,Hour Loop,Internet Retail,144690000.0
2720,HOV,Hovnanian Enterprises,Household Durables,255720000.0
2721,HOWL,Werewolf Therapeutics,Biotechnology,131080000.00000001
2722,HP,Helmerich & Payne,Energy Equipment & Services,4750000000.0
2723,HPE,Hewlett-Packard Enterprise Company,"Technology Hardware, Storage & Periph...",20740000000.0
2724,HPK,HighPeak Energy,Oil & Gas E&P,3200000000.0
2725,HPLT,Home Plate Acquisition,Blank Check / SPAC,243750000.0
2726,HPP,Hudson Pacific Properties,Equity Real Estate Investment Trusts ...,3020000000.0
2727,HPQ,HP Inc.,"Technology Hardware, Storage & Periph...",38760000000.0
2728,HPX,HPX Corp.,Shell Companies,314470000.0
2729,HQI,HireQuest,Professional Services,209000000.0
2730,HQY,HealthEquity,Health Care Providers & Services,5000000000.0
2731,HR,Healthcare Realty Trust,Equity Real Estate Investment Trusts ...,4330000000.0
2732,HRB,H&R Block,Diversified Consumer Services,5160000000.0
2733,HRI,Herc Holdings,Trading Companies & Distributors,3350000000.0
2734,HRL,Hormel Foods,Food Products,29000000000.0
2735,HRMY,Harmony Biosciences Holdings,Biotechnology,2240000000.0
2736,HROW,Harrow Health,Pharmaceuticals,159750000.0
2737,HRT,HireRight Holdings,Staffing & Employment Services,1280000000.0
2738,HRTG,Heritage Insurance Holdings,Insurance,79940000.0
2739,HRTX,Heron Therapeutics,Biotechnology,367180000.0
2740,HRZN,Horizon Technology Finance,Capital Markets,289200000.0
2741,HSAQ,Health Sciences Acquisitions Corp. 2,Blank Check / SPAC,203070000.0
2742,HSBC,HSBC Holdings,Banks,128500000000.0
2743,HSC,Harsco,Machinery,636130000.0
2744,HSDT,Helius Medical Technologies,Health Care Equipment & Supplies,6800000.0
2745,HSIC,Henry Schein,Health Care Providers & Services,11530000000.0
2746,HSII,Heidrick & Struggles International,Professional Services,613220000.0
2747,HSKA,Heska,Health Care Equipment & Supplies,951620000.0
2748,HSON,Hudson Global,Professional Services,92560000.0
2749,HST,Host Hotels & Resorts,Equity Real Estate Investment Trusts ...,14430000000.0
2750,HSTM,HealthStream,Health Care Technology,593300000.0
2751,HSTO,Histogen,Biotechnology,8270000.0
2752,HSY,The Hershey Company,Food Products,46450000000.0
2753,HT,Hersha Hospitality Trust,Equity Real Estate Investment Trusts ...,423030000.0
2754,HTA,Healthcare Trust of America,Equity Real Estate Investment Trusts ...,6680000000.0
2755,HTAQ,Hunt Companies Acquisition I,Blank Check / SPAC,287790000.0
2756,HTBI,HomeTrust Bancshares,Banks,412030000.0
2757,HTBK,Heritage Commerce,Banks,672140000.0
2758,HTCR,HeartCore Enterprises,Software-Application,23830000.0
2759,HTGC,Hercules Capital,Capital Markets,1880000000.0
2760,HTGM,HTG Molecular Diagnostics,Health Care Technology,6630000.0
2761,HTH,Hilltop Holdings,Banks,2330000000.0
2762,HTHT,Huazhu Group,"Hotels, Restaurants & Leisure",9870000000.0
2763,HTLD,Heartland Express,Road & Rail,1110000000.0
2764,HTLF,Heartland Financial USA,Banks,1770000000.0
2765,HTOO,Fusion Fuel Green,Utilities-Renewable,91830000.0
2766,HTPA,Highland Transcend Partners I,Blank Check / SPAC,369000000.0
2767,HTZ,Hertz Global Holdings,Rental & Leasing Services,7820000000.0
2768,HUBB,Hubbell,Electrical Equipment,10420000000.0
2769,HUBG,Hub Group,Air Freight & Logistics,2560000000.0
2770,HUBS,HubSpot,Software,17000000000.0
2771,HUDI,Huadi International Group Co.,Steel,381290000.0
2772,HUGE,FSD Pharma,IT Services,34420000.0
2773,HUGS,USHG Acquisition,Blank Check / SPAC,353280000.0
2774,HUIZ,Huize Holding,Insurance Brokers,44060000.0
2775,HUM,Humana,Health Care Providers & Services,55520000000.0
2776,HUMA,Humacyte,Biotechnology,553140000.0
2777,HUN,Huntsman,Chemicals,7320000000.0
2778,HURC,Hurco Companies,Machinery,184160000.0
2779,HURN,Huron Consulting Group,Professional Services,1250000000.0
2780,HUSA,Houston American Energy,"Oil, Gas & Consumable Fuels",30380000.0
2781,HUSN,Hudson Capital,Software-Application,5390000.0
2782,HUT,Hut 8 Mining,Capital Markets,469780000.0
2783,HUYA,HUYA Inc.,Entertainment,926820000.0
2784,HVBC,HV Bancorp,Thrifts & Mortgage Finance,46460000.0
2785,HVT,Haverty Furniture Companies,Specialty Retail,476430000.0
2786,HWBK,Hawthorn Bancshares,Banks,169460000.0
2787,HWC,Hancock Whitney,Banks,4010000000.0
2788,HWEL,Healthwell Acquisition I,Blank Check / SPAC,303440000.0
2789,HWKN,Hawkins,Chemicals,781100000.0
2790,HWKZ,Hawks Acquisition,Blank Check / SPAC,280600000.0
2791,HWM,Howmet Aerospace,Aerospace & Defense,14120000000.0
2792,HXL,Hexcel,Aerospace & Defense,4460000000.0
2793,HY,Hyster-Yale Materials Handling,Machinery,576100000.0
2794,HYAC,Haymaker Acquisition III,Blank Check / SPAC,395290000.0
2795,HYFM,Hydrofarm Holdings Group,Farm & Heavy Construction Machinery,360740000.0
2796,HYLN,Hyliion Holdings,Machinery,566720000.0
2797,HYMC,Hycroft Mining Holding,Gold,264019999.99999997
2798,HYPR,Hyperfine,Medical Devices,166690000.0
2799,HYRE,HyreCar,Diversified Consumer Services,23760000.0
2800,HYW,Hywin Holdings,Asset Management,179480000.0
2801,HYZN,Hyzon Motors,Auto Manufacturers,961800000.0
2802,HZN,Horizon Global,Auto Components,65709999.99999999
2803,HZNP,Horizon Therapeutics,Pharmaceuticals,20790000000.0
2804,HZO,MarineMax,Specialty Retail,934260000.0
2805,HZON,Horizon Acquisition II,Blank Check / SPAC,648050000.0
2806,IAA,"IAA, Inc.",Commercial Services & Supplies,4880000000.0
2807,IAC,IAC/InterActiveCorp,Interactive Media & Services,7320000000.0
2808,IACC,ION Acquisition 3,Blank Check / SPAC,314740000.0
2809,IAG,Iamgold,Metals & Mining,1050000000.0
2810,IART,Integra LifeSciences Holdings,Health Care Equipment & Supplies,4930000000.0
2811,IAS,Integral Ad Science Holding,Advertising Agencies,1750000000.0
2812,IBA,"Industrias Bachoco, S.A.B. de C.V.",Food Products,2310000000.0
2813,IBCP,Independent Bank,Banks,402220000.0
2814,IBER,Ibere Pharmaceuticals,Blank Check / SPAC,168700000.0
2815,IBEX,IBEX Limited,Software,276910000.0
2816,IBIO,"iBio, Inc.",Biotechnology,54740000.0
2817,IBKR,Interactive Brokers Group,Capital Markets,22970000000.0
2818,IBM,International Business Machines,IT Services,119750000000.0
2819,IBN,ICICI Bank,Banks,61500000000.0
2820,IBOC,International Bancshares,Banks,2510000000.0
2821,IBP,Installed Building Products,Household Durables,2710000000.0
2822,IBRX,ImmunityBio,Biotechnology,1390000000.0
2823,IBTX,Independent Bank Group,Banks,2910000000.0
2824,ICAD,"iCAD, Inc.",Health Care Technology,90400000.0
2825,ICCC,ImmuCell,Biotechnology,62790000.0
2826,ICCH,ICC Holdings,Insurance,54370000.0
2827,ICCM,IceCure Medical,Medical Devices,62910000.0
2828,ICD,Independence Contract Drilling,Energy Equipment & Services,48890000.0
2829,ICE,Intercontinental Exchange,Capital Markets,54860000000.0
2830,ICFI,ICF International,Professional Services,1790000000.0
2831,ICHR,Ichor Holdings,Semiconductors & Semiconductor Equipment,808910000.0
2832,ICL,ICL Group,Chemicals,15000000000.0
2833,ICLK,iClick Interactive Asia Group,Media,70530000.0
2834,ICLR,ICON plc,Life Sciences Tools & Services,17149999999.999998
2835,ICMB,Investcorp Credit Management BDC,Capital Markets,63590000.0
2836,ICNC,Iconic Sports Acquisition,Blank Check / SPAC,361410000.0
2837,ICPT,Intercept Pharmaceuticals,Biotechnology,531270000.0
2838,ICUI,ICU Medical,Health Care Equipment & Supplies,4190000000.0000005
2839,ICVX,Icosavax,Biotechnology,303540000.0
2840,ID,PARTS iD,Specialty Retail,44500000.0
2841,IDA,IDACORP,Electric Utilities,5440000000.0
2842,IDAI,T Stamp,Software-Application,48940000.0
2843,IDBA,IDEX Biometrics ASA,Software-Application,117590000.0
2844,IDCC,InterDigital,Communications Equipment,1840000000.0
2845,IDEX,Ideanomics,Software,310300000.0
2846,IDN,Intellicheck,"Electronic Equipment, Instruments & C...",32090000.000000004
2847,IDR,Idaho Strategic Resources,Metals & Mining,73800000.0
2848,IDRA,Idera Pharmaceuticals,Biotechnology,18580000.0
2849,IDT,IDT Corporation,Diversified Telecommunication Services,705120000.0
2850,IDW,IDW Media Holdings,Publishing,16930000.0
2851,IDXX,IDEXX Laboratories,Health Care Equipment & Supplies,30430000000.0
2852,IDYA,IDEAYA Biosciences,Biotechnology,404480000.0
2853,IEA,Infrastructure & Energy Alternatives,Construction & Engineering,338260000.0
2854,IEP,Icahn Enterprises,Industrial Conglomerates,16590000000.0
2855,IESC,IES Holdings,Construction & Engineering,609710000.0
2856,IEX,IDEX Corporation,Machinery,14150000000.0
2857,IFBD,Infobird,Software-Application,14010000.0
2858,IFF,International Flavors & Fragrances,Chemicals,33680000000.0
2859,IFIN,InFinT Acquisition,Blank Check / SPAC,258070000.0
2860,IFRX,InflaRx,Biotechnology,64540000.00000001
2861,IFS,Intercorp Financial Services,Banks-Regional,2890000000.0
2862,IGAC,IG Acquisition,Blank Check / SPAC,370310000.0
2863,IGC,India Globalization Capital,Trading Companies & Distributors,24510000.0
2864,IGIC,International General Insurance Holdings,Insurance-Diversified,369290000.0
2865,IGMS,IGM Biosciences,Biotechnology,638160000.0
2866,IGNY,Ignyte Acquisition,Blank Check / SPAC,71710000.0
2867,IGT,International Game Technology,Gambling,4410000000.0
2868,IGTA,Inception Growth Acquisition,Blank Check / SPAC,127800000.0
2869,IH,iHuman,Education & Training Services,160680000.0
2870,IHG,InterContinental Hotels Group,"Hotels, Restaurants & Leisure",11570000000.0
2871,IHRT,iHeartMedia,Media,1920000000.0
2872,IHS,IHS Holding,Telecom Services,3470000000.0
2873,IHT,InnSuites Hospitality Trust,Equity Real Estate Investment Trusts ...,21650000.0
2874,III,Information Services Group,IT Services,305060000.0
2875,IIII,Insu Acquisition III,Blank Check / SPAC,334860000.0
2876,IIIN,Insteel Industries,Building Products,798560000.0
2877,IIIV,i3 Verticals,IT Services,758030000.0
2878,IIN,IntriCon,Health Care Equipment & Supplies,222600000.0
2879,IINN,Inspira Technologies Oxy B.H.N.,Medical Devices,18210000.0
2880,IIPR,Innovative Industrial Properties,Equity Real Estate Investment Trusts ...,3870000000.0
2881,IIVI,II-VI,"Electronic Equipment, Instruments & C...",6800000000.0
2882,IKNA,Ikena Oncology,Biotechnology,158500000.0
2883,IKT,Inhibikase Therapeutics,Biotechnology,16900000.0
2884,ILMN,Illumina,Life Sciences Tools & Services,36690000000.0
2885,ILPT,Industrial Logistics Properties Trust,Equity Real Estate Investment Trusts ...,967320000.0
2886,IMAB,I-Mab,Biotechnology,991750000.0
2887,IMAC,IMAC Holdings,Health Care Providers & Services,21990000.0
2888,IMAQ,International Media Acquisition,Blank Check / SPAC,293110000.0
2889,IMAX,IMAX Corporation,Entertainment,936930000.0
2890,IMBI,iMedia Brands,Internet & Direct Marketing Retail,49760000.0
2891,IMCC,IM Cannabis,Drug Manufacturers-Specialty & Generic,72380000.0
2892,IMCR,Immunocore Holdings,Biotechnology,1290000000.0
2893,IMGN,ImmunoGen,Biotechnology,844650000.0
2894,IMGO,Imago BioSciences,Biotechnology,483070000.0
2895,IMH,Impac Mortgage Holdings,Thrifts & Mortgage Finance,15020000.0
2896,IMKTA,"Ingles Markets,",Food & Staples Retailing,1770000000.0
2897,IMMP,Immutep,Biotechnology,213880000.0
2898,IMMR,Immersion,"Technology Hardware, Storage & Periph...",178240000.0
2899,IMMX,Immix Biopharma,Biotechnology,18120000.0
2900,IMNM,Immunome,Biotechnology,26920000.0
2901,IMO,Imperial Oil,"Oil, Gas & Consumable Fuels",33380000000.000004
2902,IMOS,ChipMOS Technologies,Semiconductors & Semiconductor Equipment,1150000000.0
2903,IMPL,Impel NeuroPharma,Biotechnology,149700000.0
2904,IMPP,Imperial Petroleum,Oil & Gas E&P,46840000.0
2905,IMPX,AEA-Bridges Impact,Shell Companies,495000000.0
2906,IMRA,IMARA,Biotechnology,30740000.0
2907,IMRN,Immuron,Biotechnology,16120000.000000002
2908,IMRX,Immuneering,Biotechnology,132720000.0
2909,IMTE,Integrated Media Technology,"Electronic Equipment, Instruments & C...",78340000.0
2910,IMTX,Immatics,Biotechnology,432940000.0
2911,IMUX,Immunic,Biotechnology,171060000.0
2912,IMV,IMV Inc.,Biotechnology,87150000.0
2913,IMVT,Immunovant,Biotechnology,470240000.0
2914,IMXI,International Money Express,IT Services,753860000.0
2915,INAB,IN8bio,Biotechnology,52300000.0
2916,INAQ,Insight Acquisition,Blank Check / SPAC,294600000.0
2917,INBK,First Internet Bancorp,Banks,362270000.0
2918,INBX,Inhibrx,Biotechnology,661290000.0
2919,INCR,Intercure,Drug Manufacturers-Specialty & Generic,338500000.0
2920,INCY,Incyte,Biotechnology,16590000000.0
2921,INDB,Independent Bank,Banks,3590000000.0
2922,INDI,indie Semiconductor,Semiconductor Equipment & Materials,811610000.0
2923,INDO,Indonesia Energy,"Oil, Gas & Consumable Fuels",105530000.0
2924,INDP,Indaptus Therapeutics,Biotechnology,20480000.0
2925,INDT,INDUS Realty Trust,Equity Real Estate Investment Trusts ...,675130000.0
2926,INFA,Informatica,Software,5180000000.0
2927,INFI,Infinity Pharmaceuticals,Biotechnology,47900000.0
2928,INFN,Infinera,Communications Equipment,1280000000.0
2929,INFU,InfuSystem Holdings,Health Care Providers & Services,172950000.0
2930,INFY,Infosys,IT Services,81550000000.0
2931,ING,ING Group,Banks,36510000000.0
2932,INGN,Inogen,Health Care Equipment & Supplies,577520000.0
2933,INGR,Ingredion,Food Products,6130000000.0
2934,INKA,KludeIn I Acquisition,Blank Check / SPAC,214550000.0
2935,INKT,MiNK Therapeutics,Biotechnology,43270000.0
2936,INM,InMed Pharmaceuticals,Biotechnology,11920000.0
2937,INMB,Inmune Bio,Biotechnology,127240000.0
2938,INMD,InMode,Health Care Equipment & Supplies,2220000000.0
2939,INN,Summit Hotel Properties,Equity Real Estate Investment Trusts ...,936460000.0
2940,INNV,Innovage Holding,Medical Care Facilities,695240000.0
2941,INO,Inovio Pharmaceuticals,Biotechnology,455790000.0
2942,INOD,Innodata,IT Services,206560000.0
2943,INPX,Inpixon,IT Services,37390000.0
2944,INSE,Inspired Entertainment,"Hotels, Restaurants & Leisure",290890000.0
2945,INSG,Inseego,Communications Equipment,260970000.00000003
2946,INSM,Insmed,Biotechnology,2170000000.0
2947,INSP,Inspire Medical Systems,Health Care Technology,4560000000.0
2948,INST,Instructure Holdings,Software-Application,2470000000.0
2949,INSW,International Seaways,"Oil, Gas & Consumable Fuels",1090000000.0
2950,INT,World Fuel Services,"Oil, Gas & Consumable Fuels",1470000000.0
2951,INTA,Intapp,Software-Application,1290000000.0
2952,INTC,Intel,Semiconductors & Semiconductor Equipment,178280000000.0
2953,INTE,Integral Acquisition 1,Blank Check / SPAC,113620000.0
2954,INTG,The InterGroup Corporation,Real Estate Management & Development,103150000.0
2955,INTT,inTEST,Semiconductors & Semiconductor Equipment,78160000.0
2956,INTU,Intuit,Software,105140000000.0
2957,INTZ,Intrusion,Software,45970000.0
2958,INUV,Inuvo,Software,49110000.0
2959,INVA,Innoviva,Pharmaceuticals,1110000000.0
2960,INVE,Identiv,"Electronic Equipment, Instruments & C...",263329999.99999997
2961,INVH,Invitation Homes,Equity Real Estate Investment Trusts ...,22630000000.0
2962,INVO,INVO Bioscience,Health Care Equipment & Supplies,17110000.0
2963,INVZ,Innoviz Technologies,Auto Parts,539630000.0
2964,INZY,Inozyme Pharma,Biotechnology,169610000.0
2965,IO,ION Geophysical,Energy Equipment & Services,9800000.0
2966,IOAC,Innovative International Acquisition,Blank Check / SPAC,320460000.0
2967,IOBT,IO Biotech,Biotechnology,216980000.0
2968,IONM,Assure Holdings,Medical Care Facilities,45560000.0
2969,IONQ,"IonQ, Inc.",Computer Hardware,1030000000.0
2970,IONS,Ionis Pharmaceuticals,Biotechnology,5120000000.0
2971,IOR,Income Opportunity Realty Investors,Thrifts & Mortgage Finance,49290000.0
2972,IOSP,Innospec,Chemicals,2520000000.0
2973,IOT,Samsara,Software-Infrastructure,5700000000.0
2974,IOVA,Iovance Biotherapeutics,Biotechnology,2210000000.0
2975,IP,International Paper Company,Containers & Packaging,17710000000.0
2976,IPA,ImmunoPrecise Antibodies,Biotechnology,105540000.0
2977,IPAR,Inter Parfums,Personal Products,2320000000.0
2978,IPAX,Inflection Point Acquisition,Blank Check / SPAC,396940000.0
2979,IPDN,Professional Diversity Network,Staffing & Employment Services,12760000.0
2980,IPG,The Interpublic Group of Companies,Media,12640000000.0
2981,IPGP,IPG Photonics,"Electronic Equipment, Instruments & C...",5100000000.0
2982,IPHA,Innate Pharma,Biotechnology,228770000.0
2983,IPI,Intrepid Potash,Chemicals,910110000.0
2984,IPOD,Social Capital Hedosophia Holdings IV,Blank Check / SPAC,576720000.0
2985,IPOF,Social Capital Hedosophia Holdings VI,Blank Check / SPAC,1460000000.0
2986,IPSC,Century Therapeutics,Biotechnology,474770000.0
2987,IPVA,InterPrivate II Acquisition,Blank Check / SPAC,316980000.0
2988,IPVF,InterPrivate III Financial Partners,Blank Check / SPAC,328370000.0
2989,IPVI,InterPrivate IV InfraTech Partners,Blank Check / SPAC,350750000.0
2990,IPW,iPower,Internet Retail,33119999.999999996
2991,IPWR,Ideal Power,Electrical Equipment,52220000.0
2992,IQ,iQIYI,Entertainment,2560000000.0
2993,IQMD,Intelligent Medicine Acquisition,Blank Check / SPAC,257970000.00000003
2994,IQV,IQVIA Holdings,Life Sciences Tools & Services,39850000000.0
2995,IR,Ingersoll Rand,Machinery,17720000000.0
2996,IRBT,iRobot,Household Durables,1290000000.0
2997,IRCP,IRSA Propiedades Comerciales,Real Estate Management & Development,312570000.0
2998,IRDM,Iridium Communications,Diversified Telecommunication Services,4430000000.0
2999,IREN,Iris Energy,Capital Markets,408850000.0
3000,IRIX,IRIDEX,Health Care Equipment & Supplies,52420000.0
3001,IRM,Iron Mountain,Equity Real Estate Investment Trusts ...,15210000000.0
3002,IRMD,IRadimed,Health Care Equipment & Supplies,411740000.0
3003,IRNT,IronNet,Software-Infrastructure,252070000.0
3004,IROQ,IF Bancorp,Thrifts & Mortgage Finance,76550000.0
3005,IRRX,Integrated Rail & Resources Acquisition,Blank Check / SPAC,285770000.0
3006,IRS,IRSA Inversiones y Representaciones,Real Estate Management & Development,287860000.0
3007,IRT,Independence Realty Trust,Equity Real Estate Investment Trusts ...,5180000000.0
3008,IRTC,iRhythm Technologies,Health Care Equipment & Supplies,4139999999.9999995
3009,IRWD,Ironwood Pharmaceuticals,Biotechnology,1780000000.0
3010,IS,ironSource,Software-Application,2860000000.0
3011,ISAA,Iron Spark I,Blank Check / SPAC,218640000.0
3012,ISDR,Issuer Direct,Software,76610000.0
3013,ISEE,IVERIC bio,Biotechnology,1220000000.0
3014,ISIG,Insignia Systems,Media,12910000.0
3015,ISLE,Isleworth Healthcare Acquisition,Blank Check / SPAC,260079999.99999997
3016,ISO,IsoPlexis,Medical Devices,76520000.0
3017,ISPC,iSpecimen,Diagnostics & Research,21600000.0
3018,ISPO,Inspirato,Leisure,268950000.0
3019,ISR,IsoRay,Biotechnology,41330000.0
3020,ISRG,Intuitive Surgical,Health Care Equipment & Supplies,80300000000.0
3021,ISSC,Innovative Solutions & Support,Aerospace & Defense,151820000.0
3022,ISTR,Investar Holding,Banks,205740000.0
3023,ISUN,"iSun, Inc.",Solar,39230000.0
3024,IT,Gartner,IT Services,20580000000.0
3025,ITAQ,Industrial Tech Acquisitions II,Blank Check / SPAC,171460000.0
3026,ITCB,Itau Corpbanca,Banks,1950000000.0
3027,ITCI,Intra-Cellular Therapies,Pharmaceuticals,5570000000.0
3028,ITGR,Integer Holdings,Health Care Equipment & Supplies,2380000000.0
3029,ITHX,ITHAX Acquisition,Blank Check / SPAC,302760000.0
3030,ITI,Iteris,"Electronic Equipment, Instruments & C...",111120000.0
3031,ITIC,Investors Title Company,Insurance,309940000.0
3032,ITOS,iTeos Therapeutics,Biotechnology,660040000.0
3033,ITP,IT Tech Packaging,Paper & Forest Products,16930000.0
3034,ITQ,Itiquira Acquisition,Blank Check / SPAC,282320000.0
3035,ITRG,Integra Resources,Other Precious Metals & Mining,60050000.0
3036,ITRI,Itron,"Electronic Equipment, Instruments & C...",2180000000.0
3037,ITRM,Iterum Therapeutics,Pharmaceuticals,39420000.0
3038,ITRN,Ituran Location & Control,Communications Equipment,453330000.0
3039,ITT,ITT Inc.,Machinery,6070000000.0
3040,ITUB,Itau Unibanco Holding,Banks,47430000000.0
3041,ITW,Illinois Tool Works,Machinery,64670000000.0
3042,IVA,Inventiva,Biotechnology,359730000.0
3043,IVAC,Intevac,"Technology Hardware, Storage & Periph...",126800000.0
3044,IVC,Invacare,Health Care Equipment & Supplies,38860000.0
3045,IVCA,Investcorp Acquisition,Blank Check / SPAC,281670000.0
3046,IVCB,Investcorp Europe Acquisition Corp I,Blank Check / SPAC,431250000.0
3047,IVCP,Swiftmerge Acquisition,Blank Check / SPAC,245000000.0
3048,IVR,Invesco Mortgage Capital,Mortgage Real Estate Investment Trust...,577360000.0
3049,IVT,InvenTrust Properties,REIT-Retail,2000000000.0
3050,IVZ,Invesco,Capital Markets,8119999999.999999
3051,IX,ORIX Corporation,Diversified Financial Services,21460000000.0
3052,IXAQ,IX Acquisition,Blank Check / SPAC,282610000.0
3053,IXHL,Incannex Healthcare,Drug Manufacturers-Specialty & Generic,411380000.0
3054,IZEA,IZEA Worldwide,Interactive Media & Services,64040000.00000001
3055,J,Jacobs Engineering Group,Construction & Engineering,17120000000.000002
3056,JACK,Jack in the Box,"Hotels, Restaurants & Leisure",1640000000.0
3057,JAGX,Jaguar Health,Pharmaceuticals,32770000.000000004
3058,JAKK,JAKKS Pacific,Leisure Products,137010000.0
3059,JAMF,Jamf Holding,Software,2870000000.0
3060,JAN,JanOne,Commercial Services & Supplies,6020000.0
3061,JANX,Janux Therapeutics,Biotechnology,460420000.0
3062,JAQC,Jupiter Acquisition,Blank Check / SPAC,196070000.0
3063,JATT,JATT Acquisition,Blank Check / SPAC,171140000.0
3064,JAZZ,Jazz Pharmaceuticals,Pharmaceuticals,9130000000.0
3065,JBGS,JBG SMITH Properties,Equity Real Estate Investment Trusts ...,3050000000.0
3066,JBHT,J.B. Hunt Transport Services,Road & Rail,18490000000.0
3067,JBI,Janus International Group,Building Products & Equipment,1320000000.0
3068,JBL,Jabil,"Electronic Equipment, Instruments & C...",8210000000.000001
3069,JBLU,JetBlue Airways,Airlines,3230000000.0
3070,JBSS,John B. Sanfilippo & Son,Food Products,872280000.0
3071,JBT,John Bean Technologies,Machinery,3690000000.0
3072,JCI,Johnson Controls International,Building Products,36320000000.0
3073,JCIC,Jack Creek Investment,Blank Check / SPAC,422630000.0
3074,JCSE,JE Cleantech Holdings,Specialty Industrial Machinery,156960000.0
3075,JCTCF,Jewett-Cameron Trading Company,Building Products,24510000.0
3076,JD,JD.com,Internet & Direct Marketing Retail,82600000000.0
3077,JEF,Jefferies Financial Group,Diversified Financial Services,7350000000.0
3078,JELD,JELD-WEN Holding,Building Products,1520000000.0
3079,JFIN,Jiayin Group,Consumer Finance,95080000.0
3080,JFU,9F Inc.,Interactive Media & Services,187370000.0
3081,JG,Aurora Mobile,Software,123400000.0
3082,JGGC,Jaguar Global Growth Corporation I,Blank Check / SPAC,301760000.0
3083,JHG,Janus Henderson Group,Capital Markets,4570000000.0
3084,JHX,James Hardie Industries,Construction Materials,12240000000.0
3085,JILL,J.Jill,Specialty Retail,176470000.0
3086,JJSF,J & J Snack Foods,Food Products,2500000000.0
3087,JKHY,Jack Henry & Associates,IT Services,12780000000.0
3088,JKS,JinkoSolar Holding Company,Semiconductors & Semiconductor Equipment,2490000000.0
3089,JLL,Jones Lang LaSalle,Real Estate Management & Development,9480000000.0
3090,JMAC,Jade Mountain Acquisition,Blank Check / SPAC,160470000.0
3091,JMIA,Jumia Technologies AG,Internet & Direct Marketing Retail,588280000.0
3092,JMSB,John Marshall Bancorp,Banks,354060000.0
3093,JNCE,Jounce Therapeutics,Biotechnology,225300000.0
3094,JNJ,Johnson & Johnson,Pharmaceuticals,465360000000.0
3095,JNPR,Juniper Networks,Communications Equipment,9840000000.0
3096,JOAN,JOANN,Specialty Retail,365140000.0
3097,JOB,GEE Group,Professional Services,65040000.00000001
3098,JOBY,Joby Aviation,Airports & Air Services,3230000000.0
3099,JOE,The St. Joe Company,Real Estate Management & Development,2820000000.0
3100,JOFF,JOFF Fintech Acquisition,Blank Check / SPAC,506630000.0
3101,JOUT,Johnson Outdoors,Leisure Products,660610000.0
3102,JP,Jupai Holdings,Capital Markets,15180000.0
3103,JPM,JPMorgan Chase & Co.,Banks,349780000000.0
3104,JRSH,Jerash Holdings (US),"Textiles, Apparel & Luxury Goods",72280000.0
